farm_name,location,num_cows,num_cows_lactating,num_cows_other,farm_size,irrigating?,irrigation_percentage,rainfall,evaporation,avg_daily_water_usage
842,Leongatha,963,644,319,5636,yes,24.827776452539545,952,1100,11963514.772102349
843,Hamilton,960,651,309,7518,no,0,687,1300,87789.0
844,Benalla,870,545,325,3630,no,0,668,1350,65835.0
845,Sale,1012,601,411,5430,no,0,607,1300,89219.0
846,Sale,792,491,301,3907,no,0,607,1300,97794.0
847,Charlton,818,536,282,3091,no,0,431,1650,56980.0
848,Warnambool,749,509,240,6900,yes,47.72891932835545,741,1250,28045094.34544294
849,Charlton,672,418,254,1864,no,0,431,1650,64595.99999999999
850,Swan Hill,791,465,326,2743,no,0,349,1700,69550.0
851,Kerang,1342,909,433,1985,yes,84.85209127847291,372,1650,14426891.018805932
852,Swan Hill,677,436,241,2375,no,0,349,1700,79781.0
853,Bairnsdale,1446,975,471,4543,no,0,710,1100,182790.0
854,Colac,378,264,114,7138,no,0,726,1250,42912.0
855,Colac,78,54,24,1544,no,0,726,1250,9384.0
856,Orbost,567,370,197,4389,yes,47.35650260411818,845,1100,17683428.444314513
857,Horsham,602,389,213,4890,yes,87.12202678547007,444,1550,36232072.96095311
858,Portland,1211,784,427,3854,yes,42.49830939555945,837,1350,14026833.671917958
859,Warnambool,841,491,350,4699,yes,58.02262587921273,741,1250,23236188.83407492
860,Charlton,951,637,314,3502,no,0,431,1650,99990.0
861,Colac,884,585,299,6138,no,0,726,1250,104975.0
862,Wangaratta,425,300,125,4127,yes,63.63088078918274,636,1350,22338681.222589158
863,Wangaratta,760,456,304,5609,yes,52.538211812707885,636,1350,25072087.266978204
864,Alexandra,675,460,215,4307,no,0,708,1350,80835.0
865,Sale,753,581,172,6023,yes,64.03457435322292,607,1300,32809794.081631415
866,Warnambool,940,646,294,3061,yes,45.16601849851775,741,1250,11819841.609295726
867,Swan Hill,876,583,293,1929,no,0,349,1700,98064.0
868,Charlton,1128,797,331,6212,no,0,431,1650,88341.0
869,Ballarat,1032,637,395,2178,yes,82.71105120185473,691,1150,15366659.101962073
870,Ballarat,529,352,177,4857,yes,63.339197902644976,691,1150,26153690.15516976
871,Hamilton,901,509,392,3354,yes,87.23661660099734,687,1300,24904634.11720796
872,Bendigo,987,689,298,1451,yes,25.276715856147177,478,1400,3217765.803205967
873,Bairnsdale,699,440,259,3897,yes,41.000400693684725,710,1100,13627816.51478417
874,Warragul,734,447,287,3184,yes,79.98425502180879,1018,1150,21699018.69626371
875,Leongatha,861,615,246,4510,no,0,952,1100,110700.0
876,Benalla,885,575,310,3232,no,0,668,1350,98400.0
877,Benalla,925,558,367,3817,no,0,668,1350,113382.0
878,Portland,540,364,176,4073,yes,88.9060023762745,837,1350,30789507.7134799
879,Portland,690,495,195,5261,no,0,837,1350,78960.0
880,Ballarat,1099,703,396,5737,yes,84.51338344116479,691,1150,41233141.94166255
881,Warnambool,910,621,289,6310,yes,39.882245203055035,741,1250,21441495.808918502
882,Bendigo,312,225,87,1877,yes,45.22537520794116,478,1400,7244677.0437464835
883,Kerang,1238,756,482,5428,yes,46.30860330733839,372,1650,21443140.191101994
884,Warnambool,879,547,332,4630,no,0,741,1250,78468.0
885,Hamilton,368,252,116,5598,yes,48.16019801830211,687,1300,22925150.92054285
886,Benalla,1206,757,449,1970,no,0,668,1350,116213.99999999999
887,Colac,1001,708,293,3676,no,0,726,1250,121193.0
888,Ballarat,1037,769,268,3788,no,0,691,1150,74920.0
889,Kerang,1179,752,427,4550,no,0,372,1650,114114.0
890,Wangaratta,803,507,296,6697,yes,84.89976236673502,636,1350,48321282.64633797
891,Swan Hill,571,427,144,3370,yes,66.84506206787569,349,1700,19159843.207651053
892,Warragul,509,377,132,4184,no,0,1018,1150,36760.0
893,Bairnsdale,687,481,206,6877,no,0,710,1100,53658.00000000001
894,Swan Hill,1298,862,436,1280,no,0,349,1700,127063.99999999999
895,Warnambool,1085,704,381,2766,yes,21.904894442858456,741,1250,5255238.170516689
896,Sale,959,621,338,1906,yes,83.70054146018745,607,1300,13626139.401801964
897,Benalla,517,377,140,5518,no,0,668,1350,37160.0
898,Wangaratta,1227,773,454,4004,yes,78.14310160990502,636,1350,26672904.15466509
899,Orbost,998,711,287,6805,no,0,845,1100,113968.0
900,Warragul,1378,943,435,2618,yes,56.489599691390254,1018,1150,12706908.948966106
901,Hamilton,1163,850,313,1869,yes,43.73633914237564,687,1300,7054656.8995320825
902,Orbost,41,24,17,2738,yes,42.33692073394467,845,1100,9841326.158844905
903,Swan Hill,295,212,83,2843,yes,52.69074863483277,349,1700,12747284.887562564
904,Benalla,1015,834,181,1875,no,0,668,1350,90924.0
905,Sale,655,462,193,3452,no,0,607,1300,46610.0
906,Orbost,1048,707,341,3382,no,0,845,1100,88332.0
907,Swan Hill,1091,676,415,4559,yes,54.25267611531184,349,1700,21111299.851271804
908,Bairnsdale,1196,667,529,4965,yes,13.799616372837349,710,1100,5910648.137358834
909,Leongatha,641,372,269,6021,no,0,952,1100,73457.0
910,Swan Hill,882,632,250,6655,yes,38.79260737455145,349,1700,22023954.752329297
911,Warragul,832,514,318,5223,no,0,1018,1150,57020.0
912,Mildura,759,487,272,2758,no,0,282,1950,57816.00000000001
913,Alexandra,890,599,291,2618,no,0,708,1350,74964.0
914,Hamilton,1181,725,456,6991,yes,76.06957398894428,687,1300,45279508.98839194
915,Mildura,715,472,243,2710,no,0,282,1950,59892.0
916,Horsham,983,591,392,5916,no,0,444,1550,66880.0
917,Portland,781,488,293,2928,no,0,837,1350,85904.0
918,Orbost,795,558,237,5013,no,0,845,1100,90384.0
919,Kerang,1045,633,412,5715,yes,68.40066378425782,372,1650,33276250.176639326
920,Portland,1093,727,366,3205,yes,45.28645123222556,837,1350,12448274.877033142
921,Charlton,780,458,322,4994,no,0,431,1650,63288.0
922,Leongatha,487,296,191,8267,yes,81.47865523325768,952,1100,57223568.71356827
923,Horsham,397,280,117,5077,yes,71.13795845747602,444,1550,30683353.51856997
924,Alexandra,1105,698,407,5707,yes,63.61904838457327,708,1350,30913129.66792757
925,Portland,1160,781,379,5261,yes,61.67698614115018,837,1350,27644699.306398727
926,Bairnsdale,978,696,282,3436,yes,52.61234902147197,710,1100,15440153.771150192
927,Colac,635,509,126,6274,no,0,726,1250,70530.0
928,Kerang,500,314,186,2751,no,0,372,1650,48188.0
929,Horsham,1030,669,361,5510,no,0,444,1550,100198.0
930,Benalla,1302,804,498,7722,no,0,668,1350,89220.0
931,Sale,871,580,291,3492,no,0,607,1300,91425.0
932,Swan Hill,967,641,326,4068,yes,71.39095737673365,349,1700,24749180.847827848
933,Charlton,833,496,337,5816,yes,86.42160242812218,431,1650,42737183.731202625
934,Swan Hill,934,692,242,3271,yes,82.27616341858308,349,1700,22921618.803115267
935,Wangaratta,1104,778,326,1638,yes,55.31594686973919,636,1350,7784108.3049473455
936,Charlton,763,510,253,4621,no,0,431,1650,53450.0
937,Charlton,684,417,267,5964,yes,41.316801142915864,431,1650,20987841.42912764
938,Warragul,1172,805,367,1713,yes,18.793279190514575,1018,1150,2856335.341191939
939,Colac,1805,1219,586,4278,yes,17.002731457319932,726,1250,6338113.340752574
940,Swan Hill,718,498,220,1077,yes,74.33137758106226,349,1700,6860350.8244832195
941,Charlton,685,429,256,3988,no,0,431,1650,70680.0
942,Warnambool,268,174,94,6386,yes,70.10650025964426,741,1250,38018652.39155196
943,Warnambool,835,486,349,2695,yes,80.06593227257059,741,1250,18397547.335967414
944,Orbost,1715,1182,533,3668,no,0,845,1100,145452.0
945,Colac,881,623,258,1329,yes,55.6591572988615,726,1250,6353208.471659365
946,Leongatha,834,592,242,4271,no,0,952,1100,77298.0
947,Bairnsdale,1234,787,447,2119,no,0,710,1100,85310.0
948,Hamilton,978,725,253,8013,no,0,687,1300,98910.0
949,Bendigo,688,487,201,3011,yes,73.58999168861067,478,1400,18854459.1923779
950,Wangaratta,941,580,361,6207,no,0,636,1350,64450.0
951,Ballarat,1254,895,359,8838,yes,57.93498716102455,691,1150,43599216.58082768
952,Ballarat,592,366,226,2826,no,0,691,1150,73044.0
953,Warragul,546,308,238,5137,yes,35.81593556931776,1018,1150,15651470.946732206
954,Swan Hill,825,538,287,2812,no,0,349,1700,97563.0
955,Ballarat,640,484,156,3446,no,0,691,1150,69780.0
956,Bairnsdale,1476,946,530,4051,no,0,710,1100,122616.0
957,Warnambool,874,549,325,1397,no,0,741,1250,66187.0
958,Portland,538,269,269,2529,yes,54.89420332725132,837,1350,11817254.85101468
959,Ballarat,893,652,241,4006,yes,41.456478812056794,691,1150,14210333.895257715
960,Bairnsdale,786,531,255,3898,yes,34.89349677617986,710,1100,11598810.35629531
961,Benalla,1154,839,315,1910,yes,39.29844995781955,668,1350,6502937.545527477
962,Leongatha,811,586,225,8861,no,0,952,1100,93008.0
963,Alexandra,587,370,217,4810,no,0,708,1350,72810.0
964,Swan Hill,910,586,324,7010,no,0,349,1700,94620.0
965,Mildura,1347,808,539,4642,no,0,282,1950,119067.0
966,Horsham,1342,881,461,1532,no,0,444,1550,130941.99999999999
967,Horsham,929,660,269,5097,yes,44.22778733577262,444,1550,19238161.95012025
968,Bairnsdale,397,297,100,4138,yes,91.70384386774614,710,1100,32254553.837832134
969,Warragul,587,359,228,1244,yes,86.44378361966761,1018,1150,9178741.991256682
970,Warragul,707,495,212,7052,no,0,1018,1150,90360.0
971,Portland,1190,780,410,5532,yes,48.1098955373988,837,1350,22670536.367120985
972,Alexandra,605,377,228,5548,yes,50.35790790613573,708,1350,23782114.07287726
973,Orbost,897,537,360,6127,yes,74.57615773989816,845,1100,38858737.41474886
974,Portland,1041,693,348,4336,yes,89.39847196036067,837,1350,32971148.69503591
975,Wangaratta,983,718,265,3022,no,0,636,1350,106035.0
976,Benalla,1258,845,413,3669,yes,64.30034724644749,668,1350,20145908.45738721
977,Benalla,694,443,251,5041,no,0,668,1350,57588.0
978,Horsham,794,490,304,2389,yes,78.84319681920981,444,1550,16078287.4304567
979,Kerang,743,549,194,5000,yes,73.80142419134614,372,1650,31371254.35559774
980,Swan Hill,697,494,203,4281,no,0,349,1700,64571.0
981,Bendigo,768,516,252,4634,no,0,478,1400,64656.0
982,Bendigo,809,547,262,2249,yes,48.42536906917665,478,1400,9305623.552954398
983,Bendigo,817,539,278,4688,no,0,478,1400,74126.0
984,Warragul,1186,849,337,8000,yes,59.028249786532385,1018,1150,40213452.47506403
985,Sale,993,598,395,4690,no,0,607,1300,108144.0
986,Hamilton,394,266,128,4290,no,0,687,1300,27680.0
987,Swan Hill,1264,850,414,3040,yes,45.08259519890338,349,1700,11764575.957774026
988,Charlton,1042,700,342,5419,yes,63.143231950353965,431,1650,29127957.272200227
989,Hamilton,1425,838,587,7403,no,0,687,1300,115668.0
990,Mildura,1348,1056,292,11513,yes,26.78638126250845,282,1950,26321815.726425294
991,Warragul,721,528,193,4752,no,0,1018,1150,62268.0
992,Kerang,661,397,264,6480,yes,78.5979962797532,372,1650,43288509.398822
993,Horsham,842,594,248,2881,yes,65.69004893235387,444,1550,16139800.738772845
994,Ballarat,1037,738,299,3084,yes,60.18581007888851,691,1150,15849165.559103005
995,Charlton,684,476,208,5360,yes,46.55734130625308,431,1650,21227563.543706704
996,Sale,1174,780,394,3732,no,0,607,1300,139570.0
997,Warnambool,1367,873,494,6439,yes,89.96174893981792,741,1250,49303920.33981139
998,Portland,690,500,190,8124,yes,30.87502732246591,837,1350,21337333.633399807
999,Ballarat,1352,933,419,4800,yes,46.140378609186754,691,1150,18911190.876296066
1000,Bairnsdale,847,582,265,2901,yes,63.045871028164,710,1100,15606123.618138967
1001,Warnambool,1058,730,328,4869,no,0,741,1250,82280.0
1002,Colac,796,533,263,4161,no,0,726,1250,78106.0
1003,Wangaratta,911,571,340,4220,no,0,636,1350,81484.0
1004,Warragul,426,284,142,3471,no,0,1018,1150,47712.0
1005,Wangaratta,1182,833,349,5173,no,0,636,1350,92499.00000000001
1006,Kerang,758,584,174,2433,no,0,372,1650,60962.00000000001
1007,Alexandra,889,607,282,4780,no,0,708,1350,87724.0
1008,Charlton,792,462,330,6631,yes,74.49460809155346,431,1650,42003741.84466957
1009,Colac,643,464,179,6414,yes,87.19126898776155,726,1250,47518390.11553034
1010,Swan Hill,1122,757,365,2029,no,0,349,1700,102453.0
1011,Sale,639,444,195,5842,no,0,607,1300,45270.0
1012,Orbost,900,603,297,5289,no,0,845,1100,82017.0
1013,Bendigo,754,498,256,4584,yes,65.9775018044654,478,1400,25736588.490216583
1014,Warnambool,1474,864,610,5156,yes,70.13602746901468,741,1250,30810348.62207844
1015,Ballarat,717,466,251,4830,yes,51.520336850982126,691,1150,21204035.674661983
1016,Wangaratta,883,548,335,4117,yes,61.1232681694693,636,1350,21447953.29520795
1017,Sale,895,549,346,5469,yes,58.232680044606525,607,1300,27139129.120404698
1018,Kerang,1218,884,334,3573,no,0,372,1650,96162.00000000001
1019,Mildura,678,438,240,3913,yes,85.29925174929568,282,1950,28407534.75170214
1020,Bendigo,831,583,248,5188,no,0,478,1400,59040.0
1021,Colac,1367,839,528,4949,yes,92.73072225382215,726,1250,39098541.11212765
1022,Kerang,710,442,268,1680,no,0,372,1650,53636.00000000001
1023,Swan Hill,689,463,226,3530,yes,68.26416778208554,349,1700,20538349.116419565
1024,Wangaratta,942,612,330,4942,yes,90.7645869884922,636,1350,38186995.43969929
1025,Kerang,915,637,278,1666,no,0,372,1650,97290.0
1026,Charlton,1030,665,365,3234,yes,48.03503697980848,431,1650,13284186.425132502
1027,Kerang,633,392,241,6821,no,0,372,1650,73797.0
1028,Ballarat,1482,992,490,1992,no,0,691,1150,155790.0
1029,Alexandra,1218,843,375,2365,yes,49.98967314674561,708,1350,10145851.719315568
1030,Wangaratta,533,380,153,1369,no,0,636,1350,53270.0
1031,Orbost,651,465,186,6280,yes,98.94777525025467,845,1100,52821241.46487163
1032,Horsham,1061,828,233,5723,yes,65.98917490124214,444,1550,32152925.790348966
1033,Sale,910,656,254,7682,no,0,607,1300,84734.0
1034,Ballarat,851,575,276,2474,yes,50.24161092128733,691,1150,10608949.653733008
1035,Sale,1231,786,445,3007,yes,53.115703340551875,607,1300,13674526.735735502
1036,Warragul,1105,718,387,4096,yes,84.28471406281953,1018,1150,29422550.12356708
1037,Charlton,971,648,323,4886,no,0,431,1650,101985.0
1038,Alexandra,1151,765,386,4400,no,0,708,1350,88550.0
1039,Colac,435,323,112,5430,yes,49.48065724146252,726,1250,22850028.953850277
1040,Colac,1312,920,392,1958,no,0,726,1250,102520.00000000001
1041,Alexandra,968,628,340,7583,yes,68.5877382512962,708,1350,44214920.52207348
1042,Warnambool,939,671,268,4349,no,0,741,1250,67080.0
1043,Warragul,1208,743,465,5449,yes,69.4173186587589,1018,1150,32201727.250565764
1044,Kerang,1341,874,467,1930,no,0,372,1650,139905.0
1045,Alexandra,848,520,328,5433,no,0,708,1350,58000.0
1046,Wangaratta,948,717,231,2911,yes,36.19657324248076,636,1350,9011511.231041076
1047,Charlton,832,497,335,4085,no,0,431,1650,84765.0
1048,Charlton,653,488,165,8449,yes,86.6782573084601,431,1650,62215562.862450354
1049,Mildura,1425,954,471,3028,yes,44.59540567129008,282,1950,11580254.976188196
1050,Orbost,996,670,326,7222,no,0,845,1100,69900.0
1051,Swan Hill,1220,872,348,5395,yes,47.879864424415096,349,1700,22018804.28551209
1052,Colac,1024,622,402,3211,yes,80.03648048427655,726,1250,21937095.17292747
1053,Warnambool,890,558,332,2633,no,0,741,1250,73488.0
1054,Mildura,1094,756,338,5187,no,0,282,1950,92856.0
1055,Horsham,839,573,266,6722,no,0,444,1550,76882.0
1056,Colac,984,701,283,7800,yes,56.17345824707483,726,1250,37298410.931148075
1057,Sale,1162,738,424,3799,yes,74.15930402622377,607,1300,24038910.604148615
1058,Alexandra,1408,973,435,4049,yes,31.83872597976508,708,1350,11060524.17663188
1059,Leongatha,826,575,251,1757,yes,28.989349361423493,952,1100,4410617.923094149
1060,Leongatha,632,381,251,8540,no,0,952,1100,77454.0
1061,Alexandra,810,488,322,6767,no,0,708,1350,88224.0
1062,Benalla,745,484,261,4055,no,0,668,1350,67301.0
1063,Ballarat,858,639,219,7554,yes,60.92221264483538,691,1150,39157028.68586087
1064,Horsham,401,274,127,3434,yes,60.84514852803747,444,1550,17783813.912642967
1065,Orbost,240,162,78,3111,no,0,845,1100,18546.0
1066,Hamilton,1108,780,328,5419,yes,39.32494256715288,687,1300,18227795.17827884
1067,Charlton,945,707,238,3694,no,0,431,1650,109536.0
1068,Bairnsdale,930,611,319,4360,yes,53.708409407522026,710,1100,19951690.599975478
1069,Orbost,1173,867,306,8373,yes,75.97564771584877,845,1100,54141937.62482592
1070,Mildura,1157,866,291,1900,no,0,282,1950,142511.0
1071,Benalla,1019,654,365,4778,yes,25.433957780368104,668,1350,10384265.2248052
1072,Sale,1215,826,389,1969,yes,88.56143496981522,607,1300,14953369.493213901
1073,Warnambool,1215,776,439,6158,yes,37.43721761552041,741,1250,19649822.826301917
1074,Sale,362,280,82,6109,yes,85.03526480498532,607,1300,44133354.32271053
1075,Horsham,1308,853,455,3138,yes,56.86024002799846,444,1550,15261423.256351007
1076,Wangaratta,709,457,252,3656,no,0,636,1350,83572.0
1077,Kerang,1234,782,452,4393,yes,54.0955088596568,372,1650,20304896.081585485
1078,Warnambool,801,587,214,4735,no,0,741,1250,103788.0
1079,Charlton,579,419,160,3706,no,0,431,1650,45672.00000000001
1080,Kerang,1577,988,589,6207,yes,68.14598101491353,372,1650,36028679.18002256
1081,Portland,1020,630,390,1669,yes,59.20867061910152,837,1350,8505621.55211461
1082,Warragul,1393,962,431,3939,yes,48.104413465998576,1018,1150,16179956.367614778
1083,Bendigo,1363,891,472,2377,no,0,478,1400,151808.0
1084,Bendigo,1173,870,303,4931,yes,48.19784130812159,478,1400,20255255.9544658
1085,Horsham,971,723,248,9154,no,0,444,1550,126432.0
1086,Warnambool,868,584,284,4089,no,0,741,1250,73104.0
1087,Bendigo,635,506,129,3386,yes,37.809000464436465,478,1400,10930867.657845022
1088,Bendigo,373,251,122,3289,yes,49.43541815373517,478,1400,13838545.57440898
1089,Leongatha,753,529,224,7111,yes,52.31478266806876,952,1100,31636748.307432294
1090,Bairnsdale,908,630,278,4198,yes,58.8274211894288,710,1100,21023584.226183962
1091,Benalla,962,665,297,4320,no,0,668,1350,81660.0
1092,Alexandra,1211,837,374,1257,yes,83.45585176392326,708,1350,9057390.960979639
1093,Portland,907,656,251,5002,no,0,837,1350,71533.0
1094,Leongatha,1239,842,397,4918,yes,62.461354243305536,952,1100,26157995.8721071
1095,Charlton,1095,758,337,5186,no,0,431,1650,123984.0
1096,Ballarat,616,451,165,3654,yes,67.91256598226512,691,1150,21122766.041338827
1097,Warnambool,695,511,184,2383,yes,85.18291843358006,741,1250,17312973.22701227
1098,Kerang,942,641,301,2620,no,0,372,1650,79596.0
1099,Alexandra,745,495,250,1362,yes,55.52474910693067,708,1350,6506838.992032491
1100,Leongatha,863,629,234,1711,yes,61.87134408155096,952,1100,9052718.883436304
1101,Charlton,984,685,299,5279,no,0,431,1650,76725.0
1102,Portland,958,633,325,7009,yes,82.9708623188052,837,1350,49422425.22874395
1103,Charlton,1073,754,319,6548,no,0,431,1650,106778.0
1104,Mildura,1569,1182,387,3996,no,0,282,1950,205038.0
1105,Bairnsdale,1110,829,281,4534,no,0,710,1100,136629.0
1106,Leongatha,752,467,285,6997,yes,19.47271495093782,952,1100,11641002.277248992
1107,Mildura,880,595,285,2611,yes,53.25465431093715,282,1950,11912325.477185074
1108,Bairnsdale,419,293,126,4506,no,0,710,1100,38662.0
1109,Leongatha,1265,941,324,3258,no,0,952,1100,109776.0
1110,Orbost,1016,677,339,5898,no,0,845,1100,78221.0
1111,Charlton,1464,907,557,8317,yes,82.42659189840865,431,1650,58332561.554194026
1112,Charlton,671,448,223,4518,no,0,431,1650,70485.0
1113,Portland,797,495,302,6948,yes,64.44432295508233,837,1350,38094309.56054657
1114,Colac,1008,657,351,6760,no,0,726,1250,119187.0
1115,Leongatha,932,706,226,5863,no,0,952,1100,67780.0
1116,Bendigo,1222,773,449,4313,no,0,478,1400,84290.0
1117,Colac,1209,900,309,2139,no,0,726,1250,157410.0
1118,Warnambool,946,594,352,1734,yes,53.952293249396085,741,1250,8031034.576084211
1119,Alexandra,825,542,283,4653,no,0,708,1350,74763.0
1120,Ballarat,1024,661,363,3851,yes,59.432829213809015,691,1150,19545442.293412864
1121,Warragul,1440,988,452,1700,no,0,1018,1150,142296.0
1122,Alexandra,979,682,297,3755,yes,49.64047868792311,708,1350,15889177.78554635
1123,Warnambool,696,462,234,5498,yes,79.12283656330696,741,1250,37007510.954924986
1124,Horsham,758,540,218,1087,no,0,444,1550,64920.0
1125,Horsham,986,723,263,5290,yes,42.938543307016495,444,1550,19377173.161767732
1126,Orbost,835,522,313,2449,yes,84.29058960639098,845,1100,17622852.990401395
1127,Hamilton,716,453,263,5120,yes,65.36345522571021,687,1300,28456998.79843085
1128,Hamilton,398,311,87,6938,yes,9.307930290646055,687,1300,5515846.5356563525
1129,Wangaratta,196,136,60,2348,yes,49.766626758221314,636,1350,9932500.60325413
1130,Charlton,680,415,265,4957,yes,57.38344038726917,431,1650,24220212.227153968
1131,Leongatha,937,543,394,4217,yes,86.60207727563767,952,1100,31089315.46428267
1132,Wangaratta,968,698,270,6251,no,0,636,1350,117878.0
1133,Bendigo,750,492,258,2768,no,0,478,1400,52260.0
1134,Sale,911,572,339,3944,yes,60.13328524623529,607,1300,20190961.007936466
1135,Leongatha,230,168,62,8781,yes,67.96168542345397,952,1100,50669504.27202326
1136,Alexandra,1040,599,441,5930,no,0,708,1350,104955.0
1137,Mildura,1108,706,402,4047,yes,54.3151122914343,282,1950,18762763.328964297
1138,Warnambool,1127,793,334,7581,yes,69.33843417223976,741,1250,44700465.79704895
1139,Alexandra,825,543,282,5950,yes,43.451973865182296,708,1350,22005519.68053123
1140,Colac,1119,695,424,4114,yes,82.62532886607883,726,1250,28971941.57279495
1141,Leongatha,906,688,218,1466,yes,40.31562999734861,952,1100,5134739.301204715
1142,Charlton,859,542,317,6464,yes,58.39516987971764,431,1650,32100702.509558734
1143,Alexandra,1280,917,363,5689,yes,53.72833667905552,708,1350,26069521.26024976
1144,Wangaratta,681,464,217,2592,yes,80.74662327691229,636,1350,17839639.65818993
1145,Alexandra,777,523,254,6329,yes,70.49439282218711,708,1350,37963687.36300557
1146,Alexandra,1208,764,444,4115,yes,88.32917195364044,708,1350,30939736.429547984
1147,Mildura,672,489,183,4397,no,0,282,1950,53097.00000000001
1148,Mildura,1073,734,339,2887,no,0,282,1950,105938.0
1149,Warnambool,1184,784,400,3441,no,0,741,1250,140624.0
1150,Benalla,1594,1173,421,4773,no,0,668,1350,183824.0
1151,Kerang,1049,554,495,6903,no,0,372,1650,117419.0
1152,Horsham,663,505,158,2860,yes,74.48163749066654,444,1550,18127093.80116201
1153,Horsham,733,489,244,2946,yes,72.00931720776224,444,1550,18086386.993691515
1154,Orbost,933,547,386,5399,no,0,845,1100,69366.0
1155,Mildura,798,530,268,6593,no,0,282,1950,61380.00000000001
1156,Hamilton,682,426,256,1149,yes,70.0424980146335,687,1300,6891182.320670735
1157,Horsham,714,477,237,6142,yes,75.05993292056357,444,1550,39206622.82579887
1158,Wangaratta,1359,960,399,3761,yes,50.428487776975714,636,1350,16203000.114453685
1159,Bairnsdale,1336,864,472,1991,no,0,710,1100,139080.0
1160,Wangaratta,791,544,247,6641,yes,59.35195850307051,636,1350,33547028.969271306
1161,Alexandra,775,463,312,2911,yes,51.114795122114344,708,1350,12691413.959122302
1162,Colac,869,554,315,2355,no,0,726,1250,66077.0
1163,Swan Hill,1050,578,472,2201,yes,21.61816483474788,349,1700,4143008.762604641
1164,Horsham,490,297,193,6507,yes,55.788948485611904,444,1550,30869534.03323605
1165,Bendigo,664,480,184,3863,yes,57.001826318238386,478,1400,18735808.93356641
1166,Alexandra,602,331,271,4408,yes,68.8086496082179,708,1350,25793833.72663559
1167,Hamilton,1223,791,432,6832,no,0,687,1300,84880.0
1168,Ballarat,753,462,291,5832,yes,97.55744390048018,691,1150,48369627.93867846
1169,Horsham,881,498,383,3075,no,0,444,1550,64889.00000000001
1170,Wangaratta,971,629,342,3817,no,0,636,1350,87646.0
1171,Horsham,833,614,219,6010,yes,62.80973973442844,444,1550,32115373.293678258
1172,Warragul,595,418,177,5475,no,0,1018,1150,50748.0
1173,Sale,1037,734,303,6801,yes,70.47738900031358,607,1300,40768254.24630943
1174,Bendigo,1005,733,272,7206,yes,80.07982502584242,478,1400,49068588.44809104
1175,Benalla,853,597,256,2990,no,0,668,1350,66616.0
1176,Horsham,180,118,62,7897,no,0,444,1550,16302.0
1177,Kerang,557,375,182,4017,no,0,372,1650,54740.0
1178,Charlton,606,417,189,6455,yes,70.18123443556122,431,1650,38494887.22105495
1179,Mildura,901,733,168,5754,yes,44.66697421488122,282,1950,21926726.62870404
1180,Orbost,1068,750,318,2562,yes,66.05427636628227,845,1100,14499259.726998737
1181,Mildura,1108,802,306,4949,yes,70.3961680157936,282,1950,29671211.235747498
1182,Sale,1373,860,513,5691,yes,56.791084480746065,607,1300,27599829.503262304
1183,Sale,748,434,314,5097,no,0,607,1300,85714.0
1184,Wangaratta,930,670,260,2107,yes,56.770328344380616,636,1350,10231651.994200038
1185,Mildura,1038,688,350,6874,no,0,282,1950,101556.0
1186,Portland,706,511,195,3693,yes,82.51710260240962,837,1350,25928734.456621002
1187,Bendigo,896,549,347,3618,no,0,478,1400,85778.0
1188,Alexandra,1367,830,537,2261,yes,63.42614418758846,708,1350,12273485.67413063
1189,Sale,230,154,76,4781,no,0,607,1300,27404.0
1190,Swan Hill,873,555,318,3771,no,0,349,1700,90450.0
1191,Sale,800,554,246,5571,yes,67.9318562274306,607,1300,32186857.250420757
1192,Benalla,592,410,182,5231,yes,74.72615634239534,668,1350,33221138.497203432
1193,Warragul,1040,684,356,1191,yes,72.63690485107897,1018,1150,7458182.690620887
1194,Mildura,1074,760,314,1238,yes,84.974062050343,282,1950,9065844.82401121
1195,Mildura,1361,862,499,4253,yes,79.46355324163488,282,1950,28814011.210665453
1196,Hamilton,408,279,129,5146,yes,54.690512422771405,687,1300,23937376.179843858
1197,Wangaratta,626,472,154,6975,yes,76.90885516044939,636,1350,45609428.39883469
1198,Bairnsdale,874,570,304,6656,yes,69.17307085668041,710,1100,39160622.49312464
1199,Benalla,1321,866,455,3516,yes,62.48207812637591,668,1350,18764473.5605787
1200,Warnambool,766,507,259,4363,no,0,741,1250,58861.00000000001
1201,Ballarat,593,436,157,5817,no,0,691,1150,59821.99999999999
1202,Bairnsdale,1040,815,225,5057,no,0,710,1100,99385.0
1203,Bendigo,742,459,283,2897,no,0,478,1400,66131.0
1204,Swan Hill,562,363,199,9849,yes,63.0523987509201,349,1700,52759117.0005253
1205,Portland,1430,884,546,2322,yes,78.25720754117631,837,1350,15549428.33173359
1206,Charlton,932,569,363,3855,no,0,431,1650,63670.0
1207,Wangaratta,796,486,310,3577,yes,41.48626072501328,636,1350,12648778.616036924
1208,Portland,1358,937,421,1868,yes,83.23877723951723,837,1350,13321252.345425703
1209,Warragul,1177,872,305,4083,yes,56.97101878182107,1018,1150,19886354.27626571
1210,Alexandra,811,590,221,1172,no,0,708,1350,99025.0
1211,Sale,899,603,296,7470,yes,47.125399370519226,607,1300,29989980.854982473
1212,Horsham,946,686,260,5046,no,0,444,1550,74668.0
1213,Portland,609,434,175,4677,yes,55.839855512590226,837,1350,22238803.169202473
1214,Alexandra,888,624,264,4338,yes,52.63320751935924,708,1350,19453504.637564864
1215,Mildura,809,528,281,8204,no,0,282,1950,61919.00000000001
